Id,Sex,Forearm,Weight,Age,Date,Pos,Pos2,Pos3,Para2,Para1,Para3
fb_39,f,72.08,50.87,102,1/19/15,0,0,0,0,0,0
fb_40,f,72.16,52.55,103,1/20/15,0,0,0,0,0,0
fb_41,m,69.68,57.81,61,1/11/15,0,0,0,0,0,0
fb_42,m,70.46,57.83,62,1/12/15,1,1,0,41,41,0
fb_43,m,70.57,58,62,1/13/15,0,0,0,0,0,0
fb_44,m,70.71,58.35,63,1/14/15,0,0,0,0,0,0
fb_45,m,70.73,58.72,65,1/15/15,0,0,0,0,0,0
fb_46,m,70.93,58.75,66,1/16/15,0,0,0,0,0,0
fb_47,m,70.96,58.75,69,1/17/15,0,0,0,0,0,0
fb_48,m,71.12,59.28,73,1/18/15,0,0,0,0,0,0
fb_49,m,71.19,60.1,73,1/19/15,0,0,0,0,0,0
fb_50,m,71.22,60.49,74,1/20/15,1,0,0,0,19,0
fb_51,m,71.24,60.72,75,1/11/15,0,0,0,0,0,0
fb_52,m,71.36,61.02,76,1/12/15,0,0,0,0,0,0
fb_53,m,71.45,61.17,81,1/13/15,0,0,0,0,0,0
fb_54,m,71.51,61.29,82,1/14/15,0,0,0,0,0,0
fb_55,m,71.6,61.62,83,1/15/15,0,0,0,0,0,0
fb_56,m,71.72,62.24,84,1/16/15,0,0,0,0,0,0
fb_57,m,71.81,62.4,85,1/17/15,0,0,0,0,0,0
fb_58,m,71.83,62.88,86,1/18/15,0,0,0,0,0,0
fb_59,m,71.93,63.41,86,1/19/15,0,0,0,0,0,0
fb_60,m,71.93,63.52,87,1/20/15,0,0,0,0,0,0
fb_61,m,72.37,63.61,89,1/11/15,1,0,0,0,9,0
fb_62,m,72.37,63.73,93,1/12/15,0,0,0,0,0,0
fb_63,m,72.37,64.07,95,1/13/15,0,0,0,0,0,0
fb_64,m,72.6,64.73,96,1/14/15,0,0,0,0,0,0
fb_65,m,72.68,66.05,101,1/15/15,0,0,0,0,0,0
fb_66,f,41.04,17.87,1,1/16/15,0,0,0,0,0,0
fb_67,f,42.03,18.06,3,1/17/15,0,0,0,0,0,0
fb_68,f,43.28,18.33,3,1/18/15,0,0,0,0,0,0
fb_69,f,43.42,18.58,79,1/19/15,0,0,0,0,0,0
fb_70,f,43.62,19.31,3,1/20/15,0,0,0,0,0,0
fb_71,f,43.69,19.45,4,1/11/15,0,0,0,0,0,0
fb_72,f,43.81,19.52,4,1/12/15,0,0,0,0,0,0
fb_73,f,43.96,19.53,4,1/13/15,0,0,0,0,0,0
fb_74,f,44.11,19.55,4,1/14/15,0,0,0,0,0,0
fb_75,f,44.27,19.55,5,1/15/15,0,0,0,0,0,0
fb_76,f,44.55,19.58,5,1/16/15,0,0,0,0,0,0
fb_77,f,44.67,19.7,6,1/17/15,0,0,0,0,0,0
fb_78,f,44.78,19.87,7,1/18/15,1,0,0,0,3,0
fb_79,f,45.01,19.9,7,1/19/15,0,0,0,0,0,0
fb_80,f,45.07,20.03,7,1/20/15,0,0,0,0,0,0
fb_81,f,45.18,20.06,8,1/11/15,0,0,0,0,0,0
fb_82,f,45.39,20.37,8,1/12/15,0,0,0,0,0,0
fb_83,f,45.95,20.53,8,1/13/15,0,0,0,0,0,0
fb_84,f,46,20.56,9,1/14/15,0,0,0,0,0,0
fb_85,f,46.72,21.5,9,1/15/15,0,0,0,0,0,0
fb_86,m,41.33,14.2,1,1/16/15,0,0,0,0,0,0
fb_87,m,42.78,17.69,2,1/17/15,0,0,0,0,0,0
fb_88,m,43.03,18.09,3,1/18/15,0,0,0,0,0,0
fb_89,m,43.04,18.36,3,1/19/15,0,0,0,0,0,0
fb_90,m,43.09,18.74,3,1/20/15,0,0,0,0,0,0
fb_91,m,43.21,18.75,4,1/11/15,0,0,0,0,0,0
fb_92,m,43.24,18.83,4,1/12/15,0,0,0,0,0,0
fb_93,m,43.7,19.34,4,1/13/15,0,0,0,0,0,0
fb_94,m,44.81,19.89,5,1/14/15,0,0,0,0,0,0
fb_95,m,44.92,19.94,5,1/15/15,0,0,0,0,0,0
fb_96,m,45.09,20.34,5,1/16/15,0,0,0,0,0,0
fb_97,m,45.33,20.92,6,1/17/15,0,0,0,0,0,0
fb_98,m,45.54,21.12,7,1/18/15,0,0,0,0,0,0
fb_99,m,45.58,21.65,7,1/19/15,0,0,0,0,0,0
fb_100,m,46.18,22.18,8,1/20/15,0,0,0,0,0,0
fb_101,f,67.65,42.74,68,2/10/15,1,0,0,0,23,0
fb_102,f,68.75,43.75,72,2/11/15,0,0,0,0,0,0
fb_103,f,69.04,44.58,77,2/12/15,0,0,0,0,0,0
fb_104,f,69.71,46.39,78,2/13/15,0,0,0,0,0,0
fb_105,f,69.72,46.79,79,2/14/15,0,0,0,0,0,0
fb_106,f,69.95,47.83,80,2/15/15,1,0,0,0,8,0
fb_107,f,70.35,48.25,80,2/16/15,0,0,0,0,0,0
fb_108,f,70.51,48.32,83,2/17/15,0,0,0,0,0,0
fb_109,f,70.58,48.82,85,2/18/15,0,0,0,0,0,0
fb_110,f,70.79,49.22,86,2/19/15,0,0,0,0,0,0
fb_111,f,70.86,49.74,86,2/10/15,0,0,0,0,0,0
fb_112,f,70.96,49.97,87,2/11/15,0,0,0,0,0,0
fb_113,f,71.03,50.22,87,2/12/15,0,0,0,0,0,0
fb_114,f,71.06,50.41,87,2/13/15,0,0,0,0,0,0
fb_115,f,71.29,50.48,88,2/14/15,0,0,0,0,0,0
fb_116,f,71.53,50.67,89,2/15/15,0,0,0,0,0,0
fb_117,f,71.56,50.69,90,2/16/15,0,0,0,0,0,0
fb_118,f,69.51,48.83,91,2/17/15,0,0,0,0,0,0
fb_119,f,70.16,48.84,93,2/18/15,0,0,0,0,0,0
fb_120,f,70.29,49.05,93,2/19/15,1,0,0,0,12,0
fb_121,f,70.36,49.5,94,2/10/15,0,0,0,0,0,0
fb_122,f,70.41,50.45,95,2/11/15,0,0,0,0,0,0
fb_123,f,70.59,50.55,95,2/12/15,0,0,0,0,0,0
fb_124,f,70.82,50.76,95,2/13/15,0,0,0,0,0,0
fb_125,f,70.86,50.79,96,2/14/15,1,0,0,0,13,0
fb_126,f,70.9,50.93,96,2/15/15,1,0,0,0,13,0
fb_127,f,70.92,50.96,97,2/16/15,0,0,0,0,0,0
fb_128,f,71.08,51.05,97,2/17/15,0,0,0,0,0,0
fb_129,f,71.1,51.06,97,2/18/15,0,0,0,0,0,0
fb_130,f,71.11,51.07,98,2/19/15,0,0,0,0,0,0
fb_131,f,71.12,51.69,98,2/10/15,0,0,0,0,0,0
fb_132,f,71.15,52.28,98,2/11/15,0,0,0,0,0,0
fb_133,f,71.23,52.29,99,2/12/15,0,0,0,0,0,0
fb_134,f,71.74,52.57,100,2/13/15,1,0,0,0,11,0
fb_135,f,72,52.59,100,2/14/15,0,0,0,0,0,0
fb_136,f,72.04,52.8,101,2/15/15,0,0,0,0,0,0
fb_137,f,72.28,52.96,101,2/16/15,0,0,0,0,0,0
fb_138,f,72.54,52.82,112,2/17/15,0,0,0,0,0,0
fb_139,f,73.21,52.7,113,2/18/15,0,0,0,0,0,0
fb_140,f,73.29,54.38,115,2/19/15,0,0,0,0,0,0
fb_141,m,73.38,62.31,72,2/10/15,0,0,0,0,0,0
fb_142,m,74.16,62.33,72,2/11/15,0,0,0,0,0,0
fb_143,m,74.27,62.5,72,2/12/15,0,0,0,0,0,0
fb_144,m,74.41,62.85,73,2/13/15,0,0,0,0,0,0
fb_145,m,74.43,63.22,76,2/14/15,0,0,0,0,0,0
fb_146,m,74.63,63.25,77,2/15/15,0,0,0,0,0,0
fb_147,m,74.66,63.63,80,2/16/15,1,0,0,0,4,0
fb_148,m,74.82,63.78,84,2/17/15,0,0,0,0,0,0
fb_149,m,74.89,64.6,84,2/18/15,0,0,0,0,0,0
fb_150,m,74.92,64.99,86,2/19/15,0,0,0,0,0,0
fb_151,m,74.94,65.22,86,2/10/15,0,0,0,0,0,0
fb_152,m,75.06,65.52,87,2/11/15,0,0,0,0,0,0
fb_153,m,75.15,65.67,92,2/12/15,0,0,0,0,0,0
fb_154,m,75.21,65.79,93,2/13/15,0,0,0,0,0,0
fb_155,m,75.3,66.12,95,2/14/15,0,0,0,0,0,0
fb_156,m,75.42,66.74,95,2/15/15,0,0,0,0,0,0
fb_157,m,75.51,66.9,97,2/16/15,1,0,0,0,7,0
fb_158,m,75.53,67.38,97,2/17/15,0,0,0,0,0,0
fb_159,m,75.63,67.91,97,2/18/15,0,0,0,0,0,0
fb_160,m,75.63,68.02,99,2/19/15,0,0,0,0,0,0
fb_161,m,76.07,68.11,100,2/10/15,0,0,0,0,0,0
fb_162,m,75.87,67.73,104,2/11/15,0,0,0,0,0,0
fb_163,m,75.87,68.07,106,2/12/15,0,0,0,0,0,0
fb_164,m,76.1,68.73,107,2/13/15,0,0,0,0,0,0
fb_165,m,76.18,70.05,112,2/14/15,0,0,0,0,0,0
fb_166,f,44.67,22.03,11,2/15/15,0,0,0,0,0,0
fb_167,f,45.66,22.22,12,2/16/15,0,0,0,0,0,0
fb_168,f,46.91,22.49,12,2/17/15,0,0,0,0,0,0
fb_169,f,47.05,22.74,12,2/18/15,0,0,0,0,0,0
fb_170,f,47.25,23.47,13,2/19/15,0,0,0,0,0,0
fb_171,f,47.32,23.61,13,2/10/15,0,0,0,0,0,0
fb_172,f,47.44,23.68,13,2/11/15,0,0,0,0,0,0
fb_173,f,47.59,23.69,13,2/12/15,0,0,0,0,0,0
fb_174,f,47.74,23.71,13,2/13/15,0,0,0,0,0,0
fb_175,f,47.9,23.73,14,2/14/15,0,0,0,0,0,0
fb_176,f,48.18,23.74,14,2/15/15,0,0,0,0,0,0
fb_177,f,48.3,23.86,15,2/16/15,0,0,0,0,0,0
fb_178,f,48.41,24.03,16,2/17/15,0,0,0,0,0,0
fb_179,f,48.64,24.06,16,2/18/15,0,0,0,0,0,0
fb_180,f,48.7,24.19,17,2/19/15,0,0,0,0,0,0
fb_181,f,48.81,24.22,17,2/10/15,0,0,0,0,0,0
fb_182,f,49.02,24.53,17,2/11/15,0,0,0,0,0,0
fb_183,f,49.58,24.69,18,2/12/15,0,0,0,0,0,0
fb_184,f,49.63,24.72,18,2/13/15,0,0,0,0,0,0
fb_185,f,50.35,25.66,18,2/14/15,0,0,0,0,0,0
fb_186,m,45.03,18.7,10,2/15/15,0,0,0,0,0,0
fb_187,m,46.48,22.19,12,2/16/15,0,0,0,0,0,0
fb_188,m,46.73,22.59,12,2/17/15,0,0,0,0,0,0
fb_189,m,46.74,22.86,12,2/18/15,0,0,0,0,0,0
fb_190,m,46.79,23.24,12,2/19/15,0,0,0,0,0,0
fb_191,m,46.91,23.25,13,2/10/15,0,0,0,0,0,0
fb_192,m,46.94,23.33,13,2/11/15,0,0,0,0,0,0
fb_193,m,47.4,23.84,13,2/12/15,0,0,0,0,0,0
fb_194,m,48.51,24.39,14,2/13/15,0,0,0,0,0,0
fb_195,m,48.62,24.44,14,2/14/15,0,0,0,0,0,0
fb_196,m,48.79,24.84,14,2/15/15,0,0,0,0,0,0
fb_197,m,49.03,25.42,15,2/16/15,0,0,0,0,0,0
fb_198,m,49.24,25.62,16,2/17/15,0,0,0,0,0,0
fb_199,m,49.28,26.15,16,2/18/15,0,0,0,0,0,0
fb_200,m,49.88,26.68,17,2/19/15,0,0,0,0,0,0
fb_201,f,48.3,26.19,20,3/12/15,1,1,1,92,92,62
fb_202,f,49.29,26.38,21,3/13/15,1,0,0,0,0,0
fb_203,f,50.54,26.65,21,3/14/15,1,1,1,71,71,41
fb_204,f,50.68,26.9,21,3/15/15,1,1,1,94,94,64
fb_205,f,50.88,27.63,22,3/16/15,1,1,1,93,93,63
fb_206,f,50.95,27.77,22,3/17/15,1,1,1,79,79,49
fb_207,f,51.07,27.84,22,3/18/15,1,1,1,104,104,74
fb_208,f,51.22,27.85,22,3/19/15,1,0,0,0,0,0
fb_209,f,51.37,27.87,22,3/20/15,1,0,0,0,0,0
fb_210,f,51.53,27.89,23,3/21/15,1,0,0,0,0,0
fb_211,f,51.81,27.9,23,3/12/15,1,0,0,0,0,0
fb_212,f,51.93,28.02,24,3/13/15,1,1,1,98,98,68
fb_213,f,52.04,28.19,25,3/14/15,1,0,0,0,0,0
fb_214,f,52.27,28.22,25,3/15/15,1,1,1,95,95,65
fb_215,f,52.33,28.35,26,3/16/15,1,0,0,0,0,0
fb_216,f,52.44,28.38,26,3/17/15,1,0,0,0,0,0
fb_217,f,52.65,28.69,26,3/18/15,1,0,0,0,0,0
fb_218,f,53.21,28.85,27,3/19/15,1,0,0,0,0,0
fb_219,f,53.26,28.88,27,3/20/15,1,1,1,92,92,62
fb_220,f,53.98,29.82,27,3/21/15,1,0,0,0,0,0
fb_221,f,70.84,46.9,79,3/12/15,0,0,0,0,0,0
fb_222,f,71.28,47.91,83,3/13/15,0,0,0,0,0,0
fb_223,f,71.48,48.74,88,3/14/15,0,0,0,0,0,0
fb_224,f,71.49,50.06,89,3/15/15,0,0,0,0,0,0
fb_225,f,71.62,50.48,90,3/16/15,0,0,0,0,0,0
fb_226,f,71.69,50.55,91,3/17/15,0,0,0,0,0,0
fb_227,f,71.74,50.55,91,3/18/15,1,0,0,0,9,0
fb_228,f,71.88,50.86,94,3/19/15,0,0,0,0,0,0
fb_229,f,71.92,50.87,96,3/20/15,0,0,0,0,0,0
fb_230,f,72.04,50.95,98,3/21/15,0,0,0,0,0,0
fb_231,f,72.11,51.05,98,3/12/15,0,0,0,0,0,0
fb_232,f,72.15,51.08,98,3/13/15,0,0,0,0,0,0
fb_233,f,72.19,51.45,98,3/14/15,0,0,0,0,0,0
fb_234,f,72.23,51.53,98,3/15/15,0,0,0,0,0,0
fb_235,f,72.25,51.97,100,3/16/15,0,0,0,0,0,0
fb_236,f,72.32,52.2,100,3/17/15,0,0,0,0,0,0
fb_237,f,72.38,52.45,101,3/18/15,0,0,0,0,0,0
fb_238,f,72.39,52.48,102,3/19/15,0,0,0,0,0,0
fb_239,f,72.41,52.58,104,3/20/15,0,0,0,0,0,0
fb_240,f,72.43,52.64,104,3/21/15,0,0,0,0,0,0
fb_241,f,72.44,52.71,105,3/12/15,0,0,0,0,0,0
fb_242,f,72.45,52.79,106,3/13/15,0,0,0,0,0,0
fb_243,f,72.48,52.82,106,3/14/15,0,0,0,0,0,0
fb_244,f,72.49,52.9,106,3/15/15,0,0,0,0,0,0
fb_245,f,72.56,52.92,107,3/16/15,0,0,0,0,0,0
fb_246,f,72.56,52.96,107,3/17/15,1,0,0,0,17,0
fb_247,f,72.59,52.99,108,3/18/15,1,0,0,0,11,0
fb_248,f,72.67,53.08,108,3/19/15,0,0,0,0,0,0
fb_249,f,72.82,53.09,108,3/20/15,0,0,0,0,0,0
fb_250,f,73.06,53.1,109,3/21/15,0,0,0,0,0,0
fb_251,f,73.07,53.72,109,3/12/15,0,0,0,0,0,0
fb_252,f,73.09,54.31,109,3/13/15,0,0,0,0,0,0
fb_253,f,73.33,54.32,110,3/14/15,0,0,0,0,0,0
fb_254,f,73.34,54.33,111,3/15/15,0,0,0,0,0,0
fb_255,f,73.35,54.6,111,3/16/15,0,0,0,0,0,0
fb_256,f,73.37,54.62,112,3/17/15,1,0,0,0,5,0
fb_257,f,73.61,54.65,112,3/18/15,0,0,0,0,0,0
fb_258,f,73.67,54.83,123,3/19/15,0,0,0,0,0,0
fb_259,f,74.14,54.99,124,3/20/15,0,0,0,0,0,0
fb_260,f,74.22,56.01,126,3/21/15,0,0,0,0,0,0
fb_261,m,77.08,66.81,83,3/12/15,0,0,0,0,0,0
fb_262,m,77.86,66.83,83,3/13/15,0,0,0,0,0,0
fb_263,m,77.97,67,83,3/14/15,0,0,0,0,0,0
fb_264,m,78.11,67.35,84,3/15/15,0,0,0,0,0,0
fb_265,m,78.13,67.72,87,3/16/15,0,0,0,0,0,0
fb_266,m,78.33,67.75,88,3/17/15,0,0,0,0,0,0
fb_267,m,78.36,68.13,91,3/18/15,0,0,0,0,0,0
fb_268,m,78.52,68.28,95,3/19/15,1,0,0,0,14,0
fb_269,m,78.59,69.1,95,3/20/15,0,0,0,0,0,0
fb_270,m,78.62,69.49,97,3/21/15,0,0,0,0,0,0
fb_271,m,78.64,69.72,97,3/12/15,0,0,0,0,0,0
fb_272,m,78.76,70.02,98,3/13/15,0,0,0,0,0,0
fb_273,m,78.65,69.67,103,3/14/15,0,0,0,0,0,0
fb_274,m,78.71,69.79,104,3/15/15,0,0,0,0,0,0
fb_275,m,78.8,70.12,106,3/16/15,0,0,0,0,0,0
fb_276,m,78.92,70.74,106,3/17/15,1,0,0,0,14,0
fb_277,m,79.01,70.9,108,3/18/15,0,0,0,0,0,0
fb_278,m,79.03,71.38,108,3/19/15,0,0,0,0,0,0
fb_279,m,79.13,71.91,108,3/20/15,0,0,0,0,0,0
fb_280,m,79.13,72.02,110,3/21/15,0,0,0,0,0,0
fb_281,m,79.57,72.11,111,3/12/15,0,0,0,0,0,0
fb_282,m,79.17,71.53,115,3/13/15,0,0,0,0,0,0
fb_283,m,79.17,71.87,117,3/14/15,0,0,0,0,0,0
fb_284,m,79.4,72.53,118,3/15/15,0,0,0,0,0,0
fb_285,m,79.48,73.85,123,3/16/15,0,0,0,0,0,0
fb_286,m,48.73,23.2,19,3/17/15,1,1,1,82,82,52
fb_287,m,50.18,26.69,21,3/18/15,1,1,1,85,85,55
fb_288,m,50.43,27.09,21,3/19/15,1,0,0,0,0,0
fb_289,m,50.44,27.36,21,3/20/15,1,1,1,92,92,62
fb_290,m,50.49,27.74,22,3/21/15,1,0,0,0,0,0
fb_291,m,50.61,27.75,22,3/12/15,1,0,0,0,0,0
fb_292,m,50.64,27.83,22,3/13/15,1,1,1,87,87,57
fb_293,m,51.1,28.34,22,3/14/15,1,1,1,85,85,55
fb_294,m,52.21,28.89,23,3/15/15,1,1,1,97,97,67
fb_295,m,52.32,28.94,23,3/16/15,1,1,1,89,89,59
fb_296,m,52.49,29.34,23,3/17/15,1,1,1,89,89,59
fb_297,m,52.73,29.92,24,3/18/15,1,1,1,101,101,71
fb_298,m,52.94,30.12,25,3/19/15,0,0,0,0,0,0
fb_299,m,52.98,30.65,25,3/20/15,0,0,0,0,0,0
fb_300,m,53.58,31.18,26,3/21/15,0,0,0,0,0,0
fb_301,f,51.93,30.35,29,4/11/15,1,1,1,79,79,49
fb_302,f,52.92,30.54,30,4/12/15,1,1,1,95,95,65
fb_303,f,54.17,30.81,30,4/13/15,1,1,1,95,95,65
fb_304,f,54.31,31.06,30,4/14/15,1,0,0,0,0,0
fb_305,f,54.51,31.79,31,4/15/15,1,0,0,0,0,0
fb_306,f,54.58,31.93,31,4/16/15,1,0,0,0,0,0
fb_307,f,54.7,32,31,4/17/15,1,0,0,0,0,0
fb_308,f,54.85,32.01,31,4/18/15,1,0,0,0,0,0
fb_309,f,55,32.03,32,4/19/15,1,0,0,0,0,0
fb_310,f,55.16,32.05,32,4/20/15,1,0,0,0,0,0
fb_311,f,55.44,32.06,32,4/11/15,1,0,0,0,0,0
fb_312,f,55.56,32.18,33,4/12/15,1,1,1,97,97,67
fb_313,f,55.67,32.35,34,4/13/15,1,0,0,0,0,0
fb_314,f,55.9,32.38,35,4/14/15,1,1,1,92,92,62
fb_315,f,55.96,32.51,35,4/15/15,0,0,0,0,0,0
fb_316,f,56.07,32.54,35,4/16/15,1,1,1,82,82,52
fb_317,f,56.28,32.85,35,4/17/15,1,1,1,100,100,70
fb_318,f,56.84,33.01,36,4/18/15,0,0,0,0,0,0
fb_319,f,56.89,33.04,36,4/19/15,1,1,1,93,93,63
fb_320,f,57.61,33.98,36,4/20/15,0,0,0,0,0,0
fb_321,f,71.97,49.13,90,4/11/15,0,0,0,0,0,0
fb_322,f,72.62,50.14,94,4/12/15,0,0,0,0,0,0
fb_323,f,72.75,50.97,100,4/13/15,0,0,0,0,0,0
fb_324,f,72.81,52.09,100,4/14/15,0,0,0,0,0,0
fb_325,f,72.81,52.51,101,4/15/15,0,0,0,0,0,0
fb_326,f,72.82,52.58,102,4/16/15,0,0,0,0,0,0
fb_327,f,72.87,52.69,102,4/17/15,0,0,0,0,0,0
fb_328,f,73.05,52.7,105,4/18/15,0,0,0,0,0,0
fb_329,f,73.21,52.78,107,4/19/15,0,0,0,0,0,0
fb_330,f,73.28,52.91,109,4/20/15,0,0,0,0,0,0
fb_331,f,73.32,53.08,109,4/11/15,0,0,0,0,0,0
fb_332,f,73.36,53.18,109,4/12/15,0,0,0,0,0,0
fb_333,f,73.37,53.36,109,4/13/15,0,0,0,0,0,0
fb_334,f,73.38,53.48,109,4/14/15,0,0,0,0,0,0
fb_335,f,73.44,54,111,4/15/15,0,0,0,0,0,0
fb_336,f,73.54,54.23,111,4/16/15,0,0,0,0,0,0
fb_337,f,73.56,54.31,112,4/17/15,0,0,0,0,0,0
fb_338,f,73.57,54.41,113,4/18/15,0,0,0,0,0,0
fb_339,f,73.58,54.48,115,4/19/15,0,0,0,0,0,0
fb_340,f,73.61,54.62,116,4/20/15,0,0,0,0,0,0
fb_341,f,73.65,54.65,116,4/11/15,0,0,0,0,0,0
fb_342,f,73.69,54.67,117,4/12/15,0,0,0,0,0,0
fb_343,f,73.72,54.74,117,4/13/15,0,0,0,0,0,0
fb_344,f,73.82,54.79,117,4/14/15,0,0,0,0,0,0
fb_345,f,73.89,54.82,118,4/15/15,0,0,0,0,0,0
fb_346,f,73.91,54.91,118,4/16/15,0,0,0,0,0,0
fb_347,f,73.92,54.92,119,4/17/15,0,0,0,0,0,0
fb_348,f,74.15,54.93,119,4/18/15,0,0,0,0,0,0
fb_349,f,74.2,54.93,119,4/19/15,0,0,0,0,0,0
fb_350,f,74.2,54.95,120,4/20/15,0,0,0,0,0,0
fb_351,f,74.39,55.55,120,4/11/15,0,0,0,0,0,0
fb_352,f,74.42,55.76,120,4/12/15,0,0,0,0,0,0
fb_353,f,74.46,56.14,121,4/13/15,0,0,0,0,0,0
fb_354,f,74.5,56.15,122,4/14/15,0,0,0,0,0,0
fb_355,f,74.6,56.28,123,4/15/15,0,0,0,0,0,0
fb_356,f,74.74,56.43,123,4/16/15,0,0,0,0,0,0
fb_357,f,74.87,56.45,123,4/17/15,0,0,0,0,0,0
fb_358,f,74.87,56.66,134,4/18/15,0,0,0,0,0,0
fb_359,f,74.88,56.82,136,4/19/15,0,0,0,0,0,0
fb_360,f,74.95,57.44,137,4/20/15,0,0,0,0,0,0
fb_361,m,80.78,71.31,94,4/11/15,1,0,0,0,9,0
fb_362,m,81.56,71.33,94,4/12/15,0,0,0,0,0,0
fb_363,m,81.67,71.5,95,4/13/15,0,0,0,0,0,0
fb_364,m,81.81,71.85,96,4/14/15,0,0,0,0,0,0
fb_365,m,81.83,72.22,98,4/15/15,1,0,0,0,9,0
fb_366,m,82.03,72.25,99,4/16/15,0,0,0,0,0,0
fb_367,m,81.86,72.13,102,4/17/15,0,0,0,0,0,0
fb_368,m,82.02,72.28,106,4/18/15,0,0,0,0,0,0
fb_369,m,82.09,73.1,106,4/19/15,0,0,0,0,0,0
fb_370,m,82.12,73.49,108,4/20/15,0,0,0,0,0,0
fb_371,m,82.14,73.72,108,4/11/15,1,0,0,0,9,0
fb_372,m,82.26,74.02,109,4/12/15,0,0,0,0,0,0
fb_373,m,81.95,73.47,114,4/13/15,0,0,0,0,0,0
fb_374,m,82.01,73.59,115,4/14/15,0,0,0,0,0,0
fb_375,m,82.1,73.92,117,4/15/15,0,0,0,0,0,0
fb_376,m,82.22,74.54,117,4/16/15,0,0,0,0,0,0
fb_377,m,82.31,74.7,119,4/17/15,0,0,0,0,0,0
fb_378,m,82.33,75.18,119,4/18/15,0,0,0,0,0,0
fb_379,m,82.43,75.71,119,4/19/15,0,0,0,0,0,0
fb_380,m,82.43,75.82,121,4/20/15,0,0,0,0,0,0
fb_381,m,82.87,75.91,122,4/11/15,0,0,0,0,0,0
fb_382,m,82.27,75.13,126,4/12/15,0,0,0,0,0,0
fb_383,m,82.27,75.47,128,4/13/15,0,0,0,0,0,0
fb_384,m,82.5,76.13,129,4/14/15,0,0,0,0,0,0
fb_385,m,82.58,77.45,134,4/15/15,0,0,0,0,0,0
fb_386,m,52.43,27.7,28,4/16/15,0,0,0,0,0,0
fb_387,m,53.88,31.19,30,4/17/15,1,1,1,90,90,60
fb_388,m,54.13,31.59,30,4/18/15,0,0,0,0,0,0
fb_389,m,54.14,31.86,30,4/19/15,0,0,0,0,0,0
fb_390,m,54.19,32.24,31,4/20/15,0,0,0,0,0,0
fb_391,m,54.31,32.25,31,4/11/15,0,0,0,0,0,0
fb_392,m,54.34,32.33,31,4/12/15,0,0,0,0,0,0
fb_393,m,54.8,32.84,31,4/13/15,1,1,1,91,91,61
fb_394,m,55.91,33.39,32,4/14/15,0,0,0,0,0,0
fb_395,m,56.02,33.44,32,4/15/15,0,0,0,0,0,0
fb_396,m,56.19,33.84,32,4/16/15,0,0,0,0,0,0
fb_397,m,56.43,34.42,33,4/17/15,0,0,0,0,0,0
